,cost_for_two,cuisines,locality,rest_name
4978,,['Cafe'],Hor Al Anz,Charelston Cafe
4979,,"['North Indian', 'Street Food']",Meena Bazaar,Koki Restaurant
4980,,['Cafe'],"Dubai Festival City Mall, Festival City",Robo Café
4981,,['Fast Food'],Muhaisnah,Sandwich World Cafeteria
4982,,['Thai'],"South Market, Gate Avenue, DIFC",BKK Bistro
4983,,['Turkish'],Business Bay,Chef Umut
4984,,"['Coffee', 'Desserts']","Food Street, Al Barsha South",Maze Specialty Coffee
4985,,"['Indian', 'North Indian', 'South Indian']",Al Karama,Al Madaen Restaurant
4986,,"['Fast Food', 'Juices']","Bel Rasheed Twin Towers, Qusais",Aajel Restaurant
4987,,['Finger Food'],"Grand Excelsior Hotel Deira, Al Muteena",Rooftop Pool Bar - Grand Excelsior Hotel Deira
4988,,"['South Indian', 'Biryani']",Motor City,MotorCity Foodstop
4989,,"['Burger', 'Fast Food']",Al Quoz,Squeeze Burgers And Milkshakes
4990,,"['Cafe', 'Healthy Food', 'Beverages']",Al Quoz,VShakes
4991,,"['Cafe', 'Desserts']","Nakheel Mall, Palm Jumeriah",La Romana
4992,,"['Beverages', 'Ice Cream']",Al Khabaisi,Magic Lassi
4993,,"['Fast Food', 'Juices']",Al Satwa,Boracay Cafe
4994,,['Healthy Food'],Motor City,Rawkure – Feed Your Cells
4995,,"['Fast Food', 'Juices', 'Arabian', 'Middle Eastern']",Al Karama,Tassheel Cafeteria
4996,,"['North Indian', 'South Indian']","Jafza Commercial Centre, Jafza",Tomato Vegetarian Restaurant
4997,,['Thai'],"South Market, Gate Avenue, DIFC",BKK Bistro
4998,,['South Indian'],Al Satwa,Malabar Spicy Restaurant
4999,,['Chinese'],"China Cluster, International City",JLB Bbq And Restaurant
5000,,['Desserts'],Al  Mizhar Mall,Hala Iranian Sweets - Al  Mizhar Mall
5001,,"['Indian', 'South Indian']",Meena Bazaar,Bab Al Falah Restaurant
5002,,"['Cafe', 'Healthy Food']",Al Quoz,Bidaya Café
5003,,['Chinese'],Oud Metha,Chom Chom Restaurant
5004,,"['Burger', 'Salad', 'Mexican', 'Italian']",Dubai Marina,Battle Of The Brands
5005,,['Fast Food'],International City,Grill Burg Cafeteria
5006,,['Burger'],Dubai Marina,SZLD - We Sizzle for a Better World
5007,,"['Desserts', 'Ice Cream']",Last Exit DXB Bound,Dessert Island
5008,,"['Seafood', 'Fast Food', 'Beverages']",Al Barsha South,Atlantic Fish & Chips
5009,,"['Fast Food', 'Chinese', 'Indian', 'North Indian', 'Juices']",Naif,Alpha
5010,,"['Burger', 'American', 'Healthy Food']",Business Bay,Noble Chicken
5011,,"['Fast Food', 'Indian', 'South Indian']",Al Nahda,Ghoroob Al Shams
5012,,['Cafe'],Deira City Centre Area,Rio Star Cafe
5013,,['Fast Food'],Last Exit Al Khawaneej,Steak On Fries
5014,,['Cafe'],Mamzar,VIP Cafe & Billiards
5015,,"['Desserts', 'Beverages']","Aswaaq Mall, Nad Al Sheba",Cold & Sweet
5016,,['African'],Naif,Dukeem Restaurant & Grill
5017,,"['Fast Food', 'Juices']",Mankhool,Desi Yummy Tummy
5018,,"['Indian', 'South Indian']",Al Khabaisi,Lifeway Restaurant
5019,,['African'],Al Barsha,African Dishes
5020,,"['Afghan', 'Pakistani']",Dubai Investment Park,Afghan City Restaurant
5021,,['Healthy Food'],"Kitchen Nation, Jumeirah Lake Towers (JLT)",The Clean Living Company
5022,,['Healthy Food'],"Element Me'aisam, IMPZ",The Living Room
5023,,"['Cafe', 'Fast Food', 'Beverages']",Downtown Dubai,F Mart
5024,,"['Fast Food', 'Juices']",Nad Al Sheba,Abukadra Canteen
5025,,['Fast Food'],"Dragon Mart, International City",Big Ben Cafe
5026,,['Cafe'],Pullman Dubai Jumeirah Lakes Towers,Ahlan - Pullman Dubai Jumeirah Lakes Towers Hotel &...
5027,,['Indian'],"Landmark Grand Hotel, Al Rigga",Delights - Landmark Grand Hotel
5028,,"['Indian', 'Street Food']",Trade Centre Area,Sms
5029,,['International'],"Lewana Hotel, Al Rigga",Mirana
5030,,['Cafe'],"The Beach, Jumeirah Beach Residence",Rogue Coffee
5031,,['Cafe'],"CITY WALK, Al Safa",Locus
5032,,"['Fast Food', 'Juices']","The Dubai Mall,Downtown Dubai",Juicy Fruity
5033,,"['Indian', 'Chinese', 'Grill', 'Fast Food', 'Juices']",Al Rigga,Magic Savoury Restaurant
5034,,['British'],"The Royal Atlantis Resort & Residences, Palm Jumeirah",Dinner by Heston Blumenthal
5035,,"['Asian', 'Fast Food']","Food Street, Al Barsha South",Lomi
5036,,"['Cafe', 'International']","Sheraton Dubai, Mall of the Emirates, Al Barsha",Link Café - Sheraton Dubai
5037,,"['Yemeni', 'Mandi']",Al Furjan,Sirwah Mandi & Mazbi Restaurant
5038,,['Beverages'],"Bla Bla Beach Club, Jumeirah Beach Residence (JBR)",Beach Bar
5039,,['Cafe'],"JA Palm Tree Court, Mina Jebel Ali",Sunset Lounge - JA Palm Tree Court
5040,,"['Bakery', 'Desserts']","France Cluster, International City",Little Sweet Bakery
5041,,['Finger Food'],"Holiday Inn Express Dubai Airport, Garhoud",The Bar - Holiday Inn Express Dubai Airport
5042,,['Fast Food'],Business Bay,Zahra's Kitchen
5043,,"['Fast Food', 'Arabian', 'Beverages', 'Indian']",Qusais,Al Jazeera Cafeteria
5044,,"['Arabian', 'Middle Eastern']",Al Muteena,Qalat Arbel Restaurant
5045,,"['Japanese', 'Desserts']","Mercato Mall, Jumeirah 1",Kansai
5046,,"['International', 'Russian']",Naif,Dar Afsona
5047,,"['Spanish', 'Tapas']","Terminal 1, Dubai International Airport Area",Cadiz Lounge & Tapas Bar
5048,,['Cafe'],"The Oberoi, Business Bay",The Lobby Lounge - The Oberoi
5049,,"['Italian', 'Continental']",Pullman Dubai Jumeirah Lakes Towers,Pool Bar - Pullman Dubai Jumeirah Lakes Towers Hotel...
5050,,['Cafe'],Umm Suqeim,Typica
5051,,"['Afghan', 'Grill', 'Mandi']",Naif,Sufraa Bani Yas Restaurant
5052,,['Chinese'],Al Nahda,Chopstiicks
5053,,['Cafe'],"Metropolitan Hotel Dubai, Al Safa",Al Sheif - Metropolitan Hotel Dubai
5054,,"['Fast Food', 'Salad']",Dubai Silicon Oasis (DSO),Doctor Chicken
5055,,['Cafe'],Novotel Deira City Centre,Tala Cafe - Novotel Deira City Centre
5056,,"['Arabian', 'Continental', 'Indian', 'Thai']","Carlton Tower Hotel, Baniyas",La Terrace - Carlton Tower Hotel
5057,,['Pakistani'],"England Cluster, International City",Fatima Essa Restaurant
5058,,['Fast Food'],Jafza,Royal View
5059,,['Cafe'],"Sheraton Jumeirah Beach Resort, Jumeirah Beach Residence",Link@Sheraton Cafe - Sheraton Jumeirah Beach Resort
5060,,['Finger Food'],"Sun & Sands Downtown, Al Rigga",Pool Bar - Sun & Sands Downtown
5061,,"['British', 'Burger', 'Pizza']","Jebel Ali Recreational Club, Jebel Ali Village, Dubai",Ship's Wheel
5062,,['Cafe'],Jumeirah 1,The Usual Cafe
5063,,"['Arabian', 'Middle Eastern', 'Grill', 'Lebanese']",Business Bay,Kazdora Restaurant
5064,,"['Ice Cream', 'Desserts']","The Pointe, Palm Jumeirah",La Bella Vita
5065,,"['Lebanese', 'Indian', 'Fast Food', 'Italian', 'Beverages']",Mankhool,Timo Restaurant
5066,,"['Indian', 'North Indian']",Jumeirah Lake Towers (JLT),Taj Mahal
5067,,"['Fast Food', 'Juices']",Dubai International Airport Area,Home Tea Cafe
5068,,"['Fast Food', 'Juices']",Al Ras,Ashwaq Cafeteria
5069,,['Desserts'],Dubai Silicon Oasis (DSO),The Luxury Deserts
5070,,['International'],"Smana Hotel Al Raffa, Mankhool",D'Promenade - Smana Hotel Al Raffa
5071,,"['Indian', 'North Indian']",Mankhool,Desi Treat
5072,,"['Cafe', 'Coffee', 'Tea']","Sheikh Rashid Tower, Dubai World Trade Centre",The Tea Cup
5073,,"['Fast Food', 'Seafood']",Al Nahda,Chicago Fish Cafe
5074,,['Finger Food'],Fortune Grand Hotel,African Beats - Fortune Grand Hotel
5075,,['Asian'],"China Cluster, International City",Joyful Canton
5076,,['Fast Food'],Jafza,Village Restaurant
5077,,['International'],Crowne Plaza Dubai Marina,Lo+Cale - Crowne Plaza Dubai Marina
5078,,"['Asian', 'Thai', 'Japanese']","Fortune Park Hotel, Dubai Investment Park",Pan Asian Cuisine - Fortune Park Hotel
5079,,['Thai'],Al Barsha South,Thai Samai Restaurant
5080,,"['South Indian', 'North Indian']",Qusais,Shams Al Bateen
5081,,"['Arabian', 'Middle Eastern']",Al Quoz,City Diamond Restaurant
5082,,"['Pakistani', 'Indian', 'Chinese']",Al Satwa,VRP Restaurant
5083,,"['Fast Food', 'Burger']","Dakakeen, Al Khawaneej",Art Burger
5084,,"['Cafe', 'European']","Towers Rotana, Trade Centre Area",Wraps - Towers Rotana
5085,,['Fast Food'],Al Satwa,Golden Tea Cafe
5086,,['Tunisian'],Qusais,Mili's Restaurant
5087,,['Fast Food'],Al Safa,Istecanat Shay Cafe
5088,,['Chinese'],"China Cluster, International City",Delicacies House Restaurant
5089,,['South Indian'],Al Karama,Ifthar
5090,,"['North Indian', 'Pakistani']",Naif,Sayed Shahjee Restaurant
5091,,"['Indian', 'South Indian', 'Kerala']",Naif,Thalassery Star
5092,,"['International', 'Healthy Food', 'Italian']",Al Quoz,Treat Gourmet
5093,,"['Continental', 'Indian', 'Asian', 'Arabian']",Dubai International Airport Area,The Gallery
5094,,['Fast Food'],Al Mizhar,Sheikha Cafeteria
5095,,['Fast Food'],Al Satwa,Shams Al Aseel Cafeteria
5096,,"['Indian', 'Pakistani']",Al Ras,Shamiran Restaurant
5097,,['Cafe'],International City,Traffic Cafe
5098,,"['Indian', 'South Indian', 'North Indian']",Qusais,Surya Restaurant
5099,,"['Middle Eastern', 'Beverages']","Dragon Mart 2, International City",Pak Al Fereej
5100,,"['Indian', 'South Indian']",Rashidiya,Naif Corner
5101,,"['Bakery', 'Cafe']",Dubai Media City,Bakeria
5102,,"['Cafe', 'Arabian', 'Middle Eastern']","Broadway Hotel, Al Rigga",Sheesha Garden - Broadway Hotel
5103,,['Cafe'],Al Quoz,Bel Mondo Cafe
5104,,"['Indian', 'Arabian', 'Middle Eastern']",Hor Al Anz,Chacha Roti Restaurant
5105,,['Pakistani'],Qusais,Ghafat Restaurant
5106,,"['Arabian', 'Middle Eastern']",Mamzar,Al Fananeen Restaurant
5107,,"['Middle Eastern', 'Beverages']","Dragon Mart 2, International City",Pak Al Fereej
5108,,"['Bakery', 'Cafe']",Dubai Media City,Bakeria
5109,,"['Indian', 'South Indian']",Rashidiya,Naif Corner
5110,,"['Cafe', 'Arabian', 'Middle Eastern']","Broadway Hotel, Al Rigga",Sheesha Garden - Broadway Hotel
5111,,['Cafe'],Al Quoz,Bel Mondo Cafe
5112,,"['Indian', 'Arabian', 'Middle Eastern']",Hor Al Anz,Chacha Roti Restaurant
5113,,"['Arabian', 'Middle Eastern']",Mamzar,Al Fananeen Restaurant
5114,,"['Fast Food', 'Mexican']",Dubai Silicon Oasis (DSO),Quesadilla Kitchen
5115,,"['Cafe', 'Desserts']","Al Khawaneej Walk, Al Khawanaaj",Wanderlust
5116,,"['Kebab', 'BBQ', 'Fast Food']",Mamzar,Khori Special Kabab Restaurant
5117,,['Fast Food'],Dubai Marina,The Meat District
5118,,['Fast Food'],Al Karama,Quality Plus Cafeteria
5119,,"['Indian', 'Filipino', 'Chinese', 'Italian', 'Fast Food']",Al Barsha,Royal Baba Restaurant
5120,,"['Bakery', 'Desserts']","Russia Cluster, International City",Patisserie Apolo
5121,,"['Indian', 'Pakistani']",Mankhool,Fatimah House
5122,,"['Healthy Food', 'Middle Eastern', 'Salad', 'Mexican', 'Italian']",Dubai Media City,Foodfight: Multi-Brand Ordering
5123,,"['Arabian', 'Middle Eastern', 'Indian', 'Fast Food']",Ras Al Khor,Tareeq Jabal Al Noor Cafeteria
5124,,"['Cafe', 'Desserts']",Al Garhoud,Haret Ghewar Coffee Shop
5125,,"['American', 'International', 'Mediterranean']","Paramount Hotel Dubai, Business Bay",The Stage - Paramount Hotel
5126,,"['Fast Food', 'Indian']",Jafza,Estirahat Khalid Restaurant
5127,,"['Fast Food', 'Juices']",Naif,Tasty Burger Cafeteria
5128,,"['Indian', 'North Indian', 'South Indian', 'Seafood']",Al Karama,Ghosn Al Zaytoon
5129,,"['Fast Food', 'American', 'Burger']","City Centre Deira, Deira City Centre Area",Texas Chicken
5130,,"['Fast Food', 'Juices']",Naif,Spicy Cafe
5131,,"['Healthy Food', 'Beverages']",Last Exit Al Khawaneej,Hoop
5132,,"['Cafe', 'Coffee']",Al Quoz,Gold Box Roastery
5133,,['International'],"The Retreat Palm Dubai MGallery By Sofitel, Palm Jumeirah",Ripples Pool Bar
5134,,"['Indian', 'South Indian']",Al Quoz,Al Khareef Restaurant
5135,,['Chinese'],"China Cluster, International City",Lao Che Chuan Taste Cafeteria
5136,,"['Mediterranean', 'American', 'BBQ']","Address Beach Resort, Jumeirah Beach Residence (JBR)",The Beach Grill - Address Beach Resort
5137,,"['Fast Food', 'Beverages']",Umm Suqeim,Insert Coin
5138,,"['Pakistani', 'Indian', 'Arabian', 'Middle Eastern']",Ras Al Khor,May Lyari Restaurant & Cafeteria
5139,,"['Indian', 'Pakistani', 'Chinese']",Oud Metha,Cinema Cafe
5140,,"['BBQ', 'Iranian', 'Kebab']",Al Khawaneej,Seekh Kabab Restaurant
5141,,['Pakistani'],The Villas,Ruman Bakery
5142,,"['Indian', 'Fast Food', 'Chinese']",Al Garhoud,Old Airport Restaurant
5143,,['Cafe'],"China Cluster, International City",Wa! Soy (Wahat Alhala Cafeteria)
5144,,"['American', 'Burger']",Dubai Marina,Rock House Sliders
5145,,['South Indian'],Al Hudaiba and Around,Marwan Murad Restaurant
5146,,['Cafe'],Al Safa,Cafe Arabicca
5147,,"['Indian', 'South Indian', 'North Indian', 'Chinese']",Jafza,Eat N Stay
5148,,['Thai'],Jumeirah 1,Cak Thai
5149,,['Fast Food'],Al Khawaneej,Plan B
5150,,"['Hyderabadi', 'Pakistani', 'Kebab', 'North Indian', 'Chinese']",Hor Al Anz,Nayaab Hyderabad Restaurant (Jabal Al Rahmah...
5151,,"['Indian', 'North Indian']",Rashidiya,Al Butoola Restaurant
5152,,"['Lebanese', 'Arabian', 'Middle Eastern']","Ramee Rose Hotel,Barsha Heights",Ali Baba - Ramee Rose Hotel
5153,,"['Bakery', 'Desserts']",Dubai Silicon Oasis (DSO),Sinless Bakery
5154,,"['Indian', 'North Indian']",Al Khabaisi,Calicut Town
5155,,"['Kebab', 'Beverages']",Al Quoz,Shanwari Tikka Restaurant
5156,,['Cafe'],Dubai Sports City,Champs Cafe
5157,,['Burger'],"Nad Al Hamar Avenues, Ras Al Khor",Real Karak Cafeteria
5158,,"['Thai', 'Asian']",Al Quoz,Eat! Thai
5159,,['Beverages'],Al Karama,Zafran Karak Tea
5160,,"['Mandi', 'Arabian', 'Middle Eastern']","England Cluster, International City",Al Eman Mandi Restaurant
5161,,"['Healthy Food', 'Juices']",Dubai Design District,Acai Berry
5162,,"['Fast Food', 'Indian', 'South Indian', 'North Indian']",Al Barsha,Jabal Al Qma Restaurant
5163,,"['Beverages', 'Bubble Tea']",Al Satwa,Ozen Milk Tea
5164,,['Tea'],Al Quoz,Avantcha Tea
5165,,"['Indian', 'South Indian']",Al Quoz,Al Sadiq
5166,,['Pakistani'],Al Warqa,Lahore Plate Restaurant
5167,,['Fast Food'],Hor Al Anz,Modern Cafeteria
5168,,"['Fast Food', 'Juices']",Meena Bazaar,New Thalassery Cafeteria
5169,,"['Fast Food', 'Arabian', 'Middle Eastern']","Abraj Centre, Naif",Golden Burger
5170,,['International'],Motor City,Sanwish
5171,,"['International', 'Healthy Food', 'Italian']",Al Quoz,Treat Gourmet
5172,,['Georgian'],The Dubai Mall Zabeel,Khachapuri By Modi
5173,,"['Indian', 'South Indian']",Meena Bazaar,Al Nashmi Restaurant
5174,,['Fast Food'],Al Karama,Noor Al Mamzar
5175,,"['Fast Food', 'Indian', 'Chinese', 'Middle Eastern']",Naif,Big Gate
5176,,['Healthy Food'],"Terminal 1, Dubai International Airport Area",Camden Food Co.
5177,,"['Arabian', 'American']",Caesars Palace Bluewaters Dubai,Neptune Pool & Bar - Caesars Palace Bluewaters
5178,,['Cafe'],"Hyatt Regency Dubai, Naif",The Lobby Lounge - Hyatt Regency Dubai
5179,,['Seafood'],"Rixos The Palm Dubai, Palm Jumeirah",Aqua & More - Rixos The Palm Dubai
5180,,"['Seafood', 'French', 'Italian', 'European']","Arabian Courtyard Hotel and Spa, Meena Bazaar",La Terrasse Lounge -  Arabian Courtyard Hotel and Spa
5181,,['Bakery'],Qusais,Shubra Sweets And Bakery
5182,,"['Indian', 'Chinese']",Al Satwa,Satwa Tasty Food Restaurant
5183,,"['Indian', 'South Indian', 'Chinese']","Morocco Cluster, International City",Mattar Saif
5184,,"['Burger', 'Fast Food']","Etihad Mall, Muhaisnah",Drizzle
5185,,"['Arabian', 'Lebanese']",Jumeirah Beach Residence (JBR),Dar Habak
5186,,"['Tea', 'Fast Food']","France Cluster, International City",Tea Square
5187,,"['American', 'Indian', 'Arabian', 'Middle Eastern']","Flora Creek Deluxe Hotel Apartments, Deira City Centre Area",Olive Tree -  Flora Creek Deluxe Hotel Apartments
5188,,"['Grill', 'Mexican', 'American']","C Central Resort, Palm Jumeirah",C Grill - C Central Resort
5189,,['Cafe'],Al Safa,Coco Ville
5190,,['International'],FIVE Jumeirah Village,The Pool Bar - FIVE Jumeirah Village
5191,,"['Italian', 'Pizza']",Mirdif,ILPizzaiolo
5192,,"['Lebanese', 'Arabian', 'Middle Eastern']",Al Barsha,Hawa Beirut Restaurant
5193,,"['Sushi', 'Asian']",Al Khawaneej,Sushi House
5194,,"['Fast Food', 'Beverages']",Al Karama,Special Tea
5195,,['Filipino'],International City,Bahay Cusina
5196,,"['Indian', 'South Indian']",Al Muteena,White Rose Restaurant
5197,,"['Italian', 'Pizza']",Mirdif,Cafe Chris
5198,,"['Cafe', 'Beverages']","Alserkal Avenue, Al Qouz",Kave
5199,,"['Desserts', 'Arabian', 'Middle Eastern']","Al Mamzar Centre, Hor Al Anz",Kunafa Corner
5200,,"['Fast Food', 'Juices']",Rashidiya,Shai Qasr Al Fidhi Cafeteria
5201,,"['Russian', 'French']","The Pointe, Palm Jumeirah",Matroshka Bistro & Jardin
5202,,['Arabian'],Last Exit DXB Bound,KababU
5203,,['Coffee'],Jumeirah Lake Towers (JLT),Spada Café
5204,,"['Fast Food', 'Chinese']",Meena Bazaar,Fine Burger Cafeteria
5205,,"['Indian', 'Fast Food']",Al Barsha,Wadi Al Rayyan Mandi Restaurant
5206,,"['Afghan', 'Pakistani']",Qusais,Da Afghan Chef Restaurant
5207,,['Thai'],"France Cluster, International City",Thai Sabai Restaurant
5208,,"['Fast Food', 'Grill', 'Beverages', 'Chinese', 'Indian']",Jumeirah Village,Karak Al Zafran Cafeteria
5209,,"['American', 'Burger', 'Fast Food']",Al Barsha,Burger Fix
5210,,"['Fast Food', 'Grill', 'Beverages', 'Chinese', 'Indian']",Jumeirah Village,Karak Al Zafran Cafeteria
5211,,"['American', 'Burger', 'Fast Food']",Al Barsha,Burger Fix
5212,,['Fast Food'],Naif,Mexican Spicy
5213,,['Mediterranean'],Mamzar,Chef Bardalis Restaurant And Cafe
5214,,['Filipino'],"Kings Park Hotel, Al Muraqqabat",Mayon Resto Grill & Billiards - Kings Park Hotel
5215,,['Pakistani'],Jafza,Sakhi Darbar
5216,,"['Fast Food', 'European', 'Indian', 'North Indian']","Coral Boutique Villas, Al Barsha",Coral Boutique Villas Poolside
5217,,"['Sushi', 'Asian']",Al Khawaneej,Sushi House
5218,,"['Indian', 'Pakistani']",Al Garhoud,Nabe Al Hayat
5219,,"['Chinese', 'Continental', 'Indian', 'Italian']","Grand Central Hotel, Al Muraqqabat",Aroma Restaurant
5220,,['Cafe'],"Al Safa Complex, Al Safa",Cat Cafe Vibrissae
5221,,"['Arabian', 'Middle Eastern', 'Filipino', 'Seafood']","Ramada by Wyndham Dubai Deira, Al Muteena",Cowboy Grill - Ramada by Wyndham Dubai Deira
5222,,"['Desserts', 'Mediterranean']",Al Quoz,Asateer Sweets
5223,,"['Fast Food', 'Arabian', 'Middle Eastern']",Al Barsha,Shawerma Wok
5224,,"['Fast Food', 'Beverages']",Academic City,Fuel Up Cafe
5225,,"['Indian', 'Chinese', 'Nepalese']",Meena Bazaar,Kosheli
5226,,"['Indian', 'Pakistani', 'Chinese']","Cluster F, Jumeirah Lake Towers",Biryani Republic
5227,,['Japanese'],"China Cluster, International City",Kaiseki Zen Cafeteria
5228,,['Finger Food'],"Dubai Grand Hotel By Fortune, Quasis",Tavern - Dubai Grand Hotel By Fortune
5229,,"['Indian', 'Desserts']",Al Nahda,Chaat & Kulfiwala Cafeteria
5230,,"['Chinese', 'Indian']",Jafza,Sri Vaigai Restaurant
5231,,"['Cafe', 'International']",Al Garhoud,Hispana Cafe & Restaurant
5232,,"['Arabian', 'Middle Eastern', 'Street Food']",Naif,Al Dhala Sudani Restaurant
5233,,"['Cafe', 'Desserts']","Al Bandar Rotana, Baniyas",Vanilla Lobby Lounge - Al Bandar Rotana
5234,,"['Finger Food', 'Asian']","Hotel Indigo, Downtown Dubai",Off The Wall - Hotel Indigo Dubai Downtown
5235,,"['Lebanese', 'Arabian', 'Middle Eastern']",Dubai Media City,DAYMA
5236,,"['Indian', 'South Indian']",Jafza,Best Deal
5237,,['Seafood'],Al Satwa,Kamayan Restaurant & Cafe
5238,,['International'],"Al Jaddaf Rotana Suite Hotel, Al Jaddaf",The List Bar - Al Jaddaf Rotana Suite Hotel
5239,,"['Juices', 'Finger Food']",Al Safa,Spicy Pakora
5240,,"['Fast Food', 'Juices']",Rashidiya,Tea Drop Cafeteria & Restaurant
5241,,"['Pakistani', 'Biryani', 'Street Food', 'Juices', 'Beverages', 'Desserts']",Al Satwa,Rafeeq's Sialkot
5242,,"['Desserts', 'Cafe']","B2 Mall, Jumeirah 3",Donuts Time
5243,,['Continental'],"Donatello Hotel, Al Barsha",ORO Restaurant & Lounge - Donatello Hotel
5244,,"['Indian', 'Fast Food']","England Cluster, International City",Baratakia Cafeteria
5245,,"['Indian', 'South Indian', 'North Indian', 'Chinese']",Qusais,Shahab Restaurant
5246,,"['South Indian', 'Fast Food', 'Chinese', 'Indian']",Qusais,Al Jabal Al Akhdar Restaurant
5247,,"['Arabian', 'Middle Eastern', 'Fast Food']",Hor Al Anz,Al Canary Restaurant
5248,,['Finger Food'],"The Oberoi, Business Bay",The Lobby Bar - The Oberoi
5249,,['Fast Food'],Al Karama,Star Light
5250,,"['Arabian', 'Middle Eastern', 'Kebab']",Al Muteena,Qasr Al Shams Cafe &  Restaurant
5251,,"['Ethiopian', 'African']",Naif,Jimma
5252,,['Cafe'],"Ramee Rose Hotel,Barsha Heights",Coffee Shop - Ramee Rose Hotel
5253,,"['Indian', 'Fast Food']",Dubai Investment Park,Hot & Sweet
5254,,"['Arabian', 'Middle Eastern', 'Lebanese', 'Syrian']",Dubai Marina,Tarbosh Jadiy
5255,,['Pizza'],Umm Suqeim,Pizza.AE
5256,,['Desserts'],Jumeirah Lake Towers (JLT),CheeseCake Lab
5257,,"['Indian', 'Street Food']",Al Karama,Chat Corner
5258,,['Pizza'],Oud Metha,Captain Tony's
5259,,['Fast Food'],Al Warqa,Khafaif Restaurant
5260,,['Tea'],Hor Al Anz,The Tea Man Cafe
5261,,['Filipino'],Al Satwa,Goto King
5262,,"['Indian', 'Pakistani']","England Cluster, International City",New Dewan Mian Jee Restaurant
5263,,['Chinese'],Al Rigga,Fujian Snacks
5264,,"['Chinese', 'Fast Food']",Al Hudaiba and Around,CFC Restaurant
5265,,"['Arabian', 'Middle Eastern', 'Biryani', 'Grill', 'International']",Muhaisnah,Abu Fattima Traditional Restaurant
5266,,"['Indian', 'Pakistani']",Al Quoz,Qaser Al Quoz Traditional Kitchen
5267,,['Pakistani'],Al Muteena,Sind Darbar Restaurant
5268,,"['International', 'Arabian', 'Mediterranean']",Deira City Centre Area,Chichkhane Restaurant & Coffee Shop
5269,,['Cafe'],"City Centre Deira, Deira City Centre Area",iCoffee
5270,,"['Fast Food', 'Juices']",Naif,Alfa Cafe
5271,,"['Arabian', 'Middle Eastern', 'Street Food', 'Beverages']",Al Nahda,Arabian Shawarma & Grill
5272,,['Mexican'],Business Bay,Vamos Tacos
5273,,"['Indian', 'Pakistani']",Al Quoz,Qaser Al Quoz Traditional Kitchen
5274,,['Pakistani'],"Russia Cluster, International City",Pak Handi Restaurant
5275,,"['Fast Food', 'Juices']",Al Karama,Drip & Sip Cafe
5276,,"['International', 'Finger Food']",Al Habtoor Polo Resort,Polo Bar
5277,,['Cafe'],"The Dubai Mall,Downtown Dubai",Segafredo Zanetti Espresso
5278,,"['Syrian', 'Arabian']","Dragon Mart 2, International City",Slunfeh Restaurant
5279,,"['North Indian', 'Indian']","Nihal Hotel, Al Rigga",Bollywood Masti - Nihal Hotel
5280,,['Finger Food'],"J5 Hotels Port Saeed, Deira City Center Area",Pool Bar - J5 Hotels Port Saeed
5281,,"['Arabian', 'Middle Eastern', 'Street Food', 'Desserts']","The Dubai Mall,Downtown Dubai",Nablus Eats
5282,,"['Indian', 'Fast Food', 'Chinese']",Jebel Ali Industrial Area,Azhar Al Madina Restaurant
5283,,"['Cafe', 'International']",Al Nahda,Carlos Cafe
5284,,"['Indian', 'Fast Food', 'Chinese']",Jebel Ali Industrial Area,Azhar Al Madina Restaurant
5285,,"['Arabian', 'Middle Eastern']",Meena Bazaar,Al Tabaq Al Zahabi Restaurant
5286,,"['International', 'Finger Food']",Al Habtoor Polo Resort,Polo Bar
5287,,['Filipino'],Al Nahda,Ortigas Avenue Pinoy Restaurant
5288,,['International'],"Hampton by Hilton Dubai Airport, Qusais",All Day Dining - Hampton By Hilton
5289,,['Pakistani'],"Russia Cluster, International City",Pak Handi Restaurant
5290,,"['Cafe', 'Bakery', 'Desserts']",Amaya Plaza,Pastry House Cafe and Cake Boutique
5291,,"['Indian', 'Beverages']",International City,Pawar Family Restaurant
5292,,['Pakistani'],Naif,Ezzi Farsan Restaurant
5293,,['Cafe'],"Fraser Suites Dubai, Al Sufouh",Serai Lounge - Fraser Suites Dubai
5294,,"['Fast Food', 'Burger']",Dubai Investment Park,Top Up Cafeteria
5295,,"['Fast Food', 'American']","Dubai Festival City Mall, Festival City",Smoke's Poutinerie
5296,,['Fast Food'],Qusais,Cocktail Express Cafeteria
5297,,"['Fast Food', 'Beverages']",Al Muteena,Al Najim Al Mubasher
5298,,['Cafe'],"Abidos Hotel Apartments, The Villas",MnM Restaurant - Abidos Hotel Apartments
5299,,['International'],FIVE Jumeirah Village,One For The Road - FIVE Jumeirah Village
5300,,['Finger Food'],"Hyatt Regency Dubai, Naif",Club Olympus Pool Bar - Hyatt Regency Dubai
5301,,['Russian'],"Broadway Hotel, Al Rigga",Moulin Bleu - Broadway Hotel
5302,,"['Fast Food', 'Beverages']",Naif,Safa Al Madina
5303,,['Cafe'],Jumeirah 1,And Cafe
5304,,['International'],"Revier Hotel, Business Bay",Allegra Bar & Shisha
5305,,"['Fast Food', 'Desserts']",Al Khawaneej,Balqees Konafa
5306,,"['North Indian', 'Indian']",Naif,Chennai Ananda Bhavan
5307,,"['Italian', 'Grill']",Dubai Marina,The Kitchen Eatery
5308,,"['Finger Food', 'International']","Hilton Dubai Jumeirah, Jumeirah Beach Residence",H2O Pool Bar - Hilton Dubai Jumeirah
5309,,"['Indian', 'South Indian']",Al Karama,Happy Restaurant
